GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,AbstractXmlElementGenerator,138,0,0,0,27,0,6,0,6,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,DeleteByExampleElementGenerator,70,0,2,0,15,0,3,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,SelectByExampleWithoutBLOBsElementGenerator,160,0,4,0,32,0,4,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,UpdateByPrimaryKeyWithoutBLOBsElementGenerator,185,0,14,0,43,0,9,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,SimpleSelectByPrimaryKeyElementGenerator,214,0,18,0,45,0,11,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,InsertElementGenerator,248,0,22,0,53,0,13,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,SelectByExampleWithBLOBsElementGenerator,170,0,4,0,34,0,4,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,UpdateByPrimaryKeyWithBLOBsElementGenerator,185,0,14,0,43,0,9,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,UpdateByPrimaryKeySelectiveElementGenerator,205,0,10,0,44,0,7,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,DeleteByPrimaryKeyElementGenerator,148,0,12,0,31,0,8,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper.elements,UpdateByExampleWithBLOBsElementGenerator,124,0,8,0,29,0,6,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,ExampleWhereClauseElementGenerator,680,0,6,0,131,0,5,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,UpdateByPrimaryKeyWithoutBLOBsElementGenerator,173,0,12,0,40,0,8,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,DeleteByPrimaryKeyElementGenerator,128,0,8,0,28,0,6,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,InsertElementGenerator,222,0,24,0,51,0,14,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,SelectByExampleWithBLOBsElementGenerator,215,0,4,0,40,0,4,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,CountByExampleElementGenerator,106,0,2,0,21,0,3,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,UpdateByPrimaryKeySelectiveElementGenerator,203,0,10,0,42,0,7,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,SelectByPrimaryKeyElementGenerator,203,0,14,0,42,0,9,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,BlobColumnListElementGenerator,85,0,10,0,19,0,7,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,InsertSelectiveElementGenerator,235,0,18,0,46,0,11,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,UpdateByExampleWithBLOBsElementGenerator,149,0,8,0,32,0,6,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,BaseColumnListElementGenerator,85,0,10,0,19,0,7,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,AbstractXmlElementGenerator,102,0,2,0,16,0,5,0,4,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,UpdateByExampleSelectiveElementGenerator,168,0,4,0,31,0,4,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,ResultMapWithBLOBsElementGenerator,175,0,14,0,32,0,9,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,UpdateByPrimaryKeyWithBLOBsElementGenerator,185,0,14,0,43,0,9,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,UpdateByExampleWithoutBLOBsElementGenerator,149,0,8,0,32,0,6,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,ResultMapWithoutBLOBsElementGenerator,143,0,14,0,27,0,9,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,SelectByExampleWithoutBLOBsElementGenerator,205,0,4,0,38,0,4,0,2,0
MyBatis Generator Core,org.mybatis.generator.codegen.ibatis2.sqlmap.elements,DeleteByExampleElementGenerator,99,0,2,0,20,0,3,0,2,0
MyBatis Generator Core,org.mybatis.generator.internal.util,HashCodeUtil,88,0,8,0,19,0,14,0,10,0
MyBatis Generator Core,org.mybatis.generator.internal.util,JavaBeansUtil,245,126,15,21,65,23,14,13,6,3
MyBatis Generator Core,org.mybatis.generator.internal.util,ClassloaderUtility,66,0,6,0,16,0,5,0,2,0
MyBatis Generator Core,org.mybatis.generator.internal.util,EqualsUtil,56,0,14,0,7,0,14,0,7,0
MyBatis Generator Core,org.mybatis.generator.internal.util,StringUtility,110,44,19,9,28,9,16,6,4,4
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper,MixedMapperGenerator,8,0,0,0,6,0,6,0,6,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper,SimpleXMLMapperGenerator,180,0,12,0,49,0,16,0,10,0
MyBatis Generator Core,org.mybatis.generator.codegen.mybatis3.xmlmapper,XMLMapperGenerator,425,0,42,0,120,0,45,0,24,0
